Rank,Relationship,Fandom,Type,Total Works
`[45, None]`,`['Sam Carter', 'Jack O"Neill']`,Stargate SG-1,`['F', 'M']`,1716
`[46, None]`,`['Eleventh Doctor', 'River Song']`,Doctor Who (2005),`['F', 'M']`,1701
`[47, None]`,`['Belle', 'Rumpelstiltskin | Mr. Gold']`,Once Upon a Time (TV),`['F', 'M']`,1628
`[48, None]`,`['Mycroft Holmes', 'Greg Lestrade']`,Sherlock (TV),`['M', 'M']`,1555
`[49, None]`,`['Bruce Banner', 'Tony Stark']`,The Avengers (Marvel Movies),`['M', 'M']`,1554
`[50, None]`,`['Kris Allen', 'Adam Lambert']`,American Idol RPF,`['M', 'M']`,1550
`[51, None]`,`['Lydia Martin', 'Jackson Whittemore']`,Teen Wolf (TV),`['F', 'M']`,1539
`[52, None]`,`['Sebastian Moran', 'Jim Moriarty']`,Sherlock (TV),`['M', 'M']`,1516
`[53, None]`,`['Katniss Everdeen', 'Peeta Mellark']`,Hunger Games Trilogy - Suzanne Collins,`['F', 'M']`,1432
`[54, None]`,`['Harry Potter', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,`['F', 'M']`,1380
`[55, None]`,`['Anthony DiNozzo', 'Jethro Gibbs']`,NCIS,`['M', 'M']`,1362
`[56, None]`,`['Hermione Granger', 'Draco Malfoy']`,Harry Potter - J. K. Rowling,`['F', 'M']`,1345
`[57, None]`,`['Santana Lopez', 'Brittany S. Pierce']`,Glee,`['F', 'F']`,1344
`[58, None]`,`['Brian Kinney', 'Justin Taylor']`,Queer as Folk (US),`['M', 'M']`,1316
`[59, None]`,`['Tenth Doctor', 'Rose Tyler']`,Doctor Who (2005),`['F', 'M']`,1294
`[60, None]`,`['Niall Horan', 'Zayn Malik']`,One Direction (Band),`['M', 'M']`,1291
`[61, None]`,`['Will Graham', 'Hannibal Lecter']`,Hannibal (TV),`['M', 'M']`,1287
`[62, None]`,`['Rose Lalonde', 'Kanaya Maryam']`,Homestuck,`['F', 'F']`,1261
`[63, None]`,`['Jane Foster', 'Thor']`,The Avengers (Marvel Movies),`['F', 'M']`,1243
`[64, None]`,`['Isaac Lahey', 'Scott McCall']`,Teen Wolf (TV),`['M', 'M']`,1205
`[65, None]`,`['Xander Harris', 'Spike']`,Buffy the Vampire Slayer,`['M', 'M']`,1133
`[66, None]`,`['Greg House', 'James Wilson']`,House M.D.,`['M', 'M']`,1126
`[67, None]`,`['Amy Pond', 'Rory Williams']`,Doctor Who (2005),`['F', 'M']`,1123
`[68, None]`,`['Vernon Boyd', 'Erica Reyes']`,Teen Wolf (TV),`['F', 'M']`,1080
`[69, None]`,`['William Bodie', 'Ray Doyle']`,The Professionals,`['M', 'M']`,1078
`[70, None]`,`['Mike Ross', 'Harvey Specter']`,Suits (TV),`['M', 'M']`,1072
`[71, None]`,`['Dean Winchester', 'Sam Winchester']`,Supernatural,Gen,1067
`[72, None]`,`['Lily Evans Potter', 'James Potter']`,Harry Potter - J. K. Rowling,`['F', 'M']`,1049
`[73, None]`,`['Niall Horan', 'Harry Styles']`,One Direction (Band),`['M', 'M']`,1037
`[74, None]`,`['John Egbert', 'Karkat Vantas']`,Homestuck,`['M', 'M']`,1032
`[75, None]`,`['Edward Cullen', 'Bella Swan']`,Twilight Series - Stephenie Meyer,`['F', 'M']`,1027
`[76, None]`,`['James "Bucky" Barnes', 'Steve Rogers']`,Captain America (Movies),`['M', 'M']`,1016
`[77, None]`,`['Spock', 'Nyota Uhura']`,Star Trek: Alternate Original Series (Movies),`['F', 'M']`,1016
`[78, None]`,`['Evil Queen | Regina Mills', 'Emma Swan']`,Once Upon a Time (TV),`['F', 'F']`,1005
`[79, None]`,`['Jake English', 'Dirk Strider']`,Homestuck,`['M', 'M']`,1001
`[80, None]`,`['Jessica Moore', 'Sam Winchester']`,Supernatural,`['F', 'M']`,993
`[81, None]`,`['Remus Lupin', 'Severus Snape']`,Harry Potter - J. K. Rowling,`['M', 'M']`,971
`[82, None]`,`['Mary Morstan', 'John Watson']`,Sherlock (TV),`['F', 'M']`,954
`[83, None]`,`['Hermione Granger', 'Severus Snape']`,Harry Potter - J. K. Rowling,`['F', 'M']`,950
`[84, None]`,`['Clark Kent', 'Bruce Wayne']`,DCU (Comics),`['M', 'M']`,923
`[85, None]`,`['Fíli', 'Kíli']`,The Hobbit (Jackson movies),`['M', 'M']`,918
`[86, None]`,`['Agron', 'Nasir']`,Spartacus Series (TV),`['M', 'M']`,890
`[87, None]`,`['Spencer Smith', 'Brendon Urie']`,Panic! at the Disco,`['M', 'M']`,889
`[88, None]`,`['America (Hetalia)', 'England (Hetalia)']`,Hetalia: Axis Powers,`['M', 'M']`,886
`[89, None]`,`['Rachel Berry', 'Quinn Fabray']`,Glee,`['F', 'F']`,878
`[90, None]`,`['Patrick Stump', 'Pete Wentz']`,Fall Out Boy,`['M', 'M']`,877
`[91, None]`,`['Tim Drake', 'Kon-El']`,DCU (Comics),`['M', 'M']`,872
`[92, None]`,`['Kurt Hummel', 'Noah Puckerman']`,Glee,`['M', 'M']`,839
`[93, None]`,`['Castiel', 'Sam Winchester']`,Supernatural,`['M', 'M']`,827
`[94, None]`,`['Gwen', 'Arthur Pendragon (Merlin)']`,Merlin (TV),`['F', 'M']`,822
`[95, None]`,`['Uchiha Sasuke', 'Uzumaki Naruto']`,Naruto,`['M', 'M']`,819
`[96, None]`,`['Dave Strider', 'Karkat Vantas']`,Homestuck,`['M', 'M']`,814
`[97, None]`,`['Ryan Ross', 'Brendon Urie']`,Panic! at the Disco,`['M', 'M']`,809
`[98, None]`,`['Liam Payne', 'Louis Tomlinson']`,One Direction (Band),`['M', 'M']`,801
`[99, None]`,`['Ian Gallagher', 'Mickey Milkovich']`,Shameless (US),`['M', 'M']`,796
`[100, None]`,`['Lucifer', 'Sam Winchester']`,Supernatural,`['M', 'M']`,791
`[101, None]`,`['Courfeyrac', 'Jean Prouvaire']`,Les Misérables - All Media Types,`['M', 'M']`,782
`[102, None]`,`['Tim Drake', 'Jason Todd']`,DCU (Comics),`['M', 'M']`,755
`[103, None]`,`['Cosette Fauchelevent', 'Marius Pontmercy']`,Les Misérables - All Media Types,`['F', 'M']`,750
`[104, None]`,`['Sherlock Holmes', 'Molly Hooper']`,Sherlock (TV),`['F', 'M']`,748
`[105, None]`,`['Frodo Baggins', 'Sam Gamgee']`,The Lord of the Rings - J. R. R. Tolkien,`['M', 'M']`,742
`[106, None]`,`['Castiel', 'Dean Winchester']`,Supernatural,Gen,732
`[107, None]`,`['Chris Pine', 'Zachary Quinto']`,Star Trek RPF,`['M', 'M']`,730
`[108, None]`,`['Hatake Kakashi', 'Umino Iruka']`,Naruto,`['M', 'M']`,728
`[109, None]`,`['Peter Burke', 'Neal Caffrey']`,White Collar,`['M', 'M']`,725
`[110, None]`,`['Zayn Malik', 'Harry Styles']`,One Direction (Band),`['M', 'M']`,724
`[111, None]`,`['John Sheppard', 'Elizabeth Weir']`,Stargate Atlantis,`['F', 'M']`,710
`[112, None]`,`['Angel', 'Buffy Summers']`,Buffy the Vampire Slayer,`['F', 'M']`,708
`[113, None]`,`['Patrick Kane', 'Jonathan Toews']`,Hockey RPF,`['M', 'M']`,706
`[114, None]`,`['Edward Elric', 'Roy Mustang']`,Fullmetal Alchemist,`['M', 'M']`,704
`[115, None]`,`['Elizabeth Burke', 'Peter Burke', 'Neal Caffrey']`,White Collar,Other,693
`[116, None]`,`['Fox Mulder', 'Dana Scully']`,The X-Files,`['F', 'M']`,690
`[117, None]`,`['Kate Beckett', 'Richard Castle']`,Castle,`['F', 'M']`,689
`[118, None]`,`['Terezi Pyrope', 'Karkat Vantas']`,Homestuck,`['F', 'M']`,683
`[119, None]`,`['Ken Hutchinson', 'David Starsky']`,Starsky & Hutch,`['M', 'M']`,677
`[120, None]`,`['Brad Colbert', 'Nate Fick']`,Generation Kill,`['M', 'M']`,675
`[121, None]`,`['Gamzee Makara', 'Tavros Nitram']`,Homestuck,`['M', 'M']`,673
`[122, None]`,`['Sauli Koskinen', 'Adam Lambert']`,Adam Lambert (Musician),`['M', 'M']`,671
`[123, None]`,`['Harry Potter', 'Ron Weasley']`,Harry Potter - J. K. Rowling,`['M', 'M']`,663
`[124, None]`,`['Kurt Hummel', 'David Karofsky']`,Glee,`['M', 'M']`,662
`[125, None]`,`['Duncan MacLeod', 'Methos']`,Highlander: The Series,`['M', 'M']`,657
`[126, None]`,`['Qui-Gon Jinn', 'Obi-Wan Kenobi']`,Star Wars Episode I: The Phantom Menace,`['M', 'M']`,656
`[127, None]`,`['Derek Morgan', 'Spencer Reid']`,Criminal Minds,`['M', 'M']`,651
`[128, None]`,`['Teddy Altman', 'Billy Kaplan']`,Young Avengers,`['M', 'M']`,651
`[129, None]`,`['Jade Harley', 'Dave Strider']`,Homestuck,`['F', 'M']`,637
`[130, None]`,`['Eridan Ampora', 'Sollux Captor']`,Homestuck,`['M', 'M']`,631
`[131, None]`,`['Female Shepard', 'Garrus Vakarian']`,Mass Effect,`['F', 'M']`,627
`[132, None]`,`['Arya Stark', 'Gendry Waters']`,A Song of Ice and Fire - George R. R. Martin,`['F', 'M']`,609
`[133, None]`,`['Harold Finch', 'John Reese']`,Person of Interest (TV),`['M', 'M']`,609
`[134, None]`,`['Niall Horan', 'Liam Payne']`,One Direction (Band),`['M', 'M']`,609
`[135, None]`,`['William Adama', 'Laura Roslin']`,Battlestar Galactica (2003),`['F', 'M']`,604
`[136, None]`,`['Gene Hunt', 'Sam Tyler']`,Life on Mars (UK),`['M', 'M']`,601
`[137, None]`,`['Lizzie Bennet', 'William Darcy']`,Lizzie Bennet Diaries,`['F', 'M']`,599
`[138, None]`,`['Tenth Doctor (duplicate)', 'Rose Tyler']`,Doctor Who (2005),`['F', 'M']`,596
`[139, None]`,`['Aziraphale', 'Crowley']`,Good Omens - Neil Gaiman & Terry Pratchett,`['M', 'M']`,593
`[140, None]`,`['Aaron Hotchner', 'Spencer Reid']`,Criminal Minds,`['M', 'M']`,590
`[141, None]`,`['Bradley James', 'Colin Morgan']`,Merlin (TV) RPF,`['M', 'M']`,588
`[142, None]`,`['Lee Adama', 'Kara Thrace']`,Battlestar Galactica (2003),`['F', 'M']`,572
`[143, None]`,`['Angel', 'Spike']`,Angel: the Series,`['M', 'M']`,569
`[144, None]`,`['Sean Bean', 'Viggo Mortensen']`,Lord of the Rings RPF,`['M', 'M']`,569
`[145, None]`,`['Peter Hale', 'Stiles Stilinski']`,Teen Wolf (TV),`['M', 'M']`,562
`[146, None]`,`['Kaidan Alenko', 'Male Shepard']`,Mass Effect,`['M', 'M']`,560
`[147, None]`,`['Clark Kent', 'Lois Lane']`,Smallville,`['F', 'M']`,551
`[148, None]`,`['Sandor Clegane', 'Sansa Stark']`,A Song of Ice and Fire - George R. R. Martin,`['F', 'M']`,549
`[149, None]`,`['Kurt Hummel', 'Sebastian Smythe']`,Glee,`['M', 'M']`,548
`[150, None]`,`['Edward Elric', 'Winry Rockbell']`,Fullmetal Alchemist,`['F', 'M']`,547
`[151, None]`,`['Sheldon Cooper', 'Penny']`,The Big Bang Theory (TV),`['F', 'M']`,542
`[152, None]`,`['Alex Kingston', 'Matt Smith']`,Doctor Who RPF,`['F', 'M']`,540
`[153, None]`,`['Axel', 'Roxas']`,Kingdom Hearts,`['M', 'M']`,537
`[154, None]`,`['Duo Maxwell', 'Heero Yuy']`,Gundam Wing,`['M', 'M']`,527
`[155, None]`,`['Akanishi Jin', 'Kamenashi Kazuya']`,KAT-TUN (Band),`['M', 'M']`,525
`[156, None]`,`['Javert', 'Jean Valjean']`,Les Misérables - All Media Types,`['M', 'M']`,525
`[157, None]`,`['Zayn Malik', 'Louis Tomlinson']`,One Direction (Band),`['M', 'M']`,519
`[158, None]`,`['Ninth Doctor', 'Rose Tyler']`,Doctor Who (2005),`['F', 'M']`,515
`[159, None]`,`['Dick Grayson', 'Bruce Wayne']`,Batman (Comics),`['M', 'M']`,511
`[160, None]`,`['Rachel Berry', 'Finn Hudson']`,Glee,`['F', 'M']`,509
`[161, None]`,`['Pavel Chekov', 'Hikaru Sulu']`,Star Trek: Alternate Original Series (Movies),`['M', 'M']`,505
