Rank,Change,Pairing Tag,Fandom,Works,Type,Race
41,+16,`['Marco Bott', 'Jean Kirstein']`,Shingeki no Kyojin | Attack on Titan,`4,156`,`['M', 'M']`,White
42,+1,`['Belle', 'Rumplestiltskin | Mr. Gold']`,Once Upon a Time (TV),`3,817`,`['F', 'M']`,White
43,+12,`['Sherlock Holmes', 'Molly Hooper']`,Sherlock (TV),`3,790`,`['F', 'M']`,White
44,+32,`['Captain Hook | Killian Jones', 'Emma Swan']`,Once Upon a Time (TV),`3,681`,`['F', 'M']`,White
45,N,`['Bellamy Blake', 'Clarke Griffin']`,The 100 (TV),`3,637`,`['F', 'M']`,Whi/POC
46,-8,`['John Egbert', 'Dave Strider']`,Homestuck,`3,601`,`['M', 'M']`,Ambig
47,-5,`['Hermione Granger', 'Ron Weasley']`,Harry Potter - J. K. Rowling,`3,541`,`['F', 'M']`,White
48,-3,`['Mary Morstan', 'John Watson']`,Sherlock (TV),`3,501`,`['F', 'M']`,White
49,-3,`['Tenth Doctor', 'Rose Tyler']`,Doctor Who (2005),`3,426`,`['F', 'M']`,White
50,-3,`['Carlos', 'Cecil Palmer']`,Welcome to Night Vale,`3,351`,`['M', 'M']`,Amb/POC
51,-2,`['Niall Horan', 'Zayn Malik']`,One Direction (Band),`3,297`,`['M', 'M']`,Whi/POC
52,+1,`['Niall Horan', 'Harry Styles']`,One Direction (Band),`3,294`,`['M', 'M']`,White
53,+6,`['Jane Foster', 'Thor']`,The Avengers (Marvel Movies),`3,217`,`['F', 'M']`,White
54,+17,`['Castiel', 'Dean Winchester']`,Supernatural,`3,190`,Gen,White
55,-14,`['Daniel Jackson', 'Jack O"Neill']`,Stargate SG-1,`3,180`,`['M', 'M']`,White
56,-4,`['Katniss Everdeen', 'Peeta Mellark']`,Hunger Games Trilogy - Suzanne Collins,`3,148`,`['F', 'M']`,Whi/Amb
57,-13,`['James Bond', 'Q']`,Skyfall (2012),`3,140`,`['M', 'M']`,White
58,-2,`['Sebastian Moran', 'James Moriarty']`,Sherlock (TV),`3,048`,`['M', 'M']`,White
59,-19,`['Benton Fraser', 'Ray Kowalski']`,due South,`3,027`,`['M', 'M']`,White
60,+6,`['Jessica Moore', 'Sam Winchester']`,Supernatural,`2,961`,`['F', 'M']`,White
61,-11,`['Lydia Martin', 'Jackson Whittemore']`,Teen Wolf (TV),`2,926`,`['F', 'M']`,White
62,+2,`['Dean Winchester', 'Sam Winchester']`,Supernatural,`2,914`,Gen,White
63,N,`['Inquisitor', 'Cullen Rutherford']`,Dragon Age: Inquisition,`2,894`,Other,Whi/Amb
64,-4,`['Bruce Banner', 'Tony Stark']`,The Avengers (Marvel Movies),`2,784`,`['M', 'M']`,White
65,-17,`['Eleventh Doctor', 'River Song']`,Doctor Who (2005),`2,715`,`['F', 'M']`,White
66,+17,`['Levi', 'Erwin Smith']`,Shingeki no Kyojin | Attack on Titan,`2,694`,`['M', 'M']`,White
67,-5,`['Vernon Boyd', 'Erica Reyes']`,Teen Wolf (TV),`2,692`,`['F', 'M']`,Whi/POC
68,-5,`['Harry Potter', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,`2,691`,`['F', 'M']`,White
69,N,`['Nanase Haruka', 'Tachibana Makoto']`,Free!,`2,600`,`['M', 'M']`,POC
70,-12,`['Sam Carter', 'Jack O"Neill']`,Stargate SG-1,`2,566`,`['F', 'M']`,White
71,-17,`['Spike', 'Buffy Summers']`,Buffy the Vampire Slayer,`2,545`,`['F', 'M']`,White
72,-5,`['Rose Lalonde', 'Kanaya Maryam']`,Homestuck,`2,505`,`['F', 'F']`,Ambig
73,-5,`['Hermione Granger', 'Draco Malfoy']`,Harry Potter - J. K. Rowling,`2,472`,`['F', 'M']`,White
74,0,`['Gavin Free', 'Michael Jones']`,Rooster Teeth/Achievement Hunter RPF,`2,468`,`['M', 'M']`,White
75,-14,`['Isaac Lahey', 'Scott McCall']`,Teen Wolf (TV),`2,462`,`['M', 'M']`,Whi/POC
76,N,`['Laura Hollis', 'Carmilla Karnstein']`,Carmilla (Web Series),`2,429`,`['F', 'F']`,White
77,+4,`['America (Hetalia)', 'England (Hetalia)']`,Hetalia: Axis Powers,`2,427`,`['M', 'M']`,White
78,+17,`['Peter Hale', 'Stiles Stilinski']`,Teen Wolf (TV),`2,366`,`['M', 'M']`,White
79,+10,`['Patrick Stump', 'Pete Wentz']`,Fall Out Boy,`2,330`,`['M', 'M']`,Whi/POC
80,-6,`['Brian Kinney', 'Justin Taylor']`,Queer as Folk (US),`2,227`,`['M', 'M']`,White
81,N,`['Dan Howell', 'Phil Lester']`,Phandom/The Fantastic Foursome (YouTube RPF),`2,203`,`['M', 'M']`,White
82,+2,`['Castiel', 'Sam Winchester']`,Supernatural,`2,118`,`['M', 'M']`,White
83,+4,`['James Potter', 'Lily Evans Potter']`,Harry Potter - J. K. Rowling,`2,092`,`['F', 'M']`,White
84,N,`['Hinata Shouyou', 'Kageyama Tobio']`,Haikyuu!!,`2,085`,`['M', 'M']`,POC
85,-6,`['Liam Payne', 'Louis Tomlinson']`,One Direction (Band),`2,080`,`['M', 'M']`,White
86,-1,`['Zayn Malik', 'Harry Styles']`,One Direction (Band),`2,028`,`['M', 'M']`,Whi/POC
87,-9,`['Jake English', 'Dirk Strider']`,Homestuck,`2,024`,`['M', 'M']`,Ambig
88,N,`['Lydia Martin', 'Stiles Stilinski']`,Teen Wolf (TV),`2,022`,`['F', 'M']`,White
89,-19,`['Anthony DiNozzo', 'Jethro Gibbs']`,NCIS,`2,021`,`['M', 'M']`,White
90,+10,`['Scott McCall', 'Stiles Stilinski']`,Teen Wolf (TV),`1,996`,`['M', 'M']`,Whi/POC
91,N,`['Kaidan Alenko', 'Shepard']`,Mass Effect,`1,992`,Other,Amb/POC
92,N,`['James "Bucky" Barnes', 'Steve Rogers']`,Captain America (Movies),`1,969`,Gen,White
93,-2,`['Dave Strider', 'Karkat Vantas']`,Homestuck,`1,957`,`['M', 'M']`,Ambig
94,-29,`['Adam Lambert', 'Tommy Ratliff']`,Adam Lambert (Musician),`1,951`,`['M', 'M']`,White
95,N,`['Uchiha Sasuke', 'Uzumaki']`,Naruto Naruto,`1,948`,`['M', 'M']`,POC
96,N,`['Guinevere', 'Arthur Pendragon']`,Merlin (TV),`1,920`,`['F', 'M']`,Whi/POC
97,-24,`['Santana Lopez', 'Brittany S. Pierce']`,Glee,`1,899`,`['F', 'F']`,Whi/POC
98,N,`['Matsuoka Rin', 'Nanase Haruka']`,Free!,`1,880`,`['M', 'M']`,POC
99,N,`['Skye | Daisy Johnson', 'Grant Ward']`,Agents of S.H.I.E.L.D. (TV),`1,846`,`['F', 'M']`,Whi/POC
100,-1,`['Newton Geiszler', 'Hermann Gottlieb']`,Pacific Rim (2013),`1,819`,`['M', 'M']`,White
