Rank,Relationship,Fandom,New Works,Total Works,Type,Race
`[52, '=']`,`['Bilbo Baggins', 'Thorin Oakenshield']`,The Hobbit - All Media Types,1637,7712,`['M', 'M']`,White
`[52, '=']`,`['Patrick Stump', 'Pete Wentz']`,Fall Out Boy,1637,3952,`['M', 'M']`,Whi/POC
`[54, None]`,`['Fox Mulder', 'Dana Scully']`,The X-Files,1553,2880,`['F', 'M']`,White
`[55, None]`,`['Dan Howell', 'Phil Lester']`,Phandom/The Fantastic Foursome (YouTube RPF),1485,2148,`['M', 'M']`,White
`[56, None]`,`['Kim Namjoon | Rap Monster', 'Kim Seokjin | Jin']`,Bangtan Boys | BTS,1484,1662,`['M', 'M']`,POC
`[57, None]`,`['Dean Winchester', 'You']`,Supernatural,1465,2324,Other,Whi/Amb
`[58, None]`,`['Hyakuya Mikaela', 'Hyakuya Yuuichirou']`,Owari no Seraph | Seraph of the End,1453,1635,`['M', 'M']`,POC
`[59, None]`,`['Alphys', 'Undyne']`,Undertale (Video Game),1432,1432,`['F', 'F']`,Ambig
`[60, None]`,`['Pepper Potts', 'Tony Stark']`,The Avengers (Marvel Movies),1425,6865,`['F', 'M']`,White
`[61, None]`,`['Tsukishima Kei', 'Yamaguchi Tadashi']`,Haikyuu!!,1422,2188,`['M', 'M']`,POC
`[62, None]`,`['Zayn Malik', 'Liam Payne']`,One Direction (Band),1416,8081,`['M', 'M']`,Whi/POC
`[63, None]`,`['Clint Barton', 'Phil Coulson']`,The Avengers (Marvel Movies),1412,8891,`['M', 'M']`,White
`[64, None]`,`['Sherlock Holmes', 'Molly Hooper']`,Sherlock (TV),1382,5171,`['F', 'M']`,White
`[65, '=']`,`['James Bond', 'Q']`,James Bond (Craig movies),1350,4485,`['M', 'M']`,White
`[65, '=']`,`['James Potter', 'Lily Evans Potter']`,Harry Potter - J. K. Rowling,1350,3441,`['F', 'M']`,White
`[67, None]`,`['Barry Allen', 'Leonard Snart']`,The Flash (TV 2014),1323,1461,`['M', 'M']`,Whi/POC
`[68, None]`,`['Aaron Dingle', 'Robert Sugden']`,Emmerdale,1321,1702,`['M', 'M']`,White
`[69, None]`,`['Peter Parker', 'Wade Wilson']`,Spider-Man - All Media Types,1317,2755,`['M', 'M']`,White
`[70, None]`,`['Genos', 'Saitama (One-Punch Man)']`,One-Punch Man,1297,1297,`['M', 'M']`,POC
`[71, None]`,`['Tenth Doctor', 'Rose Tyler']`,Doctor Who (2005),1282,4710,`['F', 'M']`,White
`[72, None]`,`['Fenris', 'Hawke']`,Dragon Age II,1264,3052,Other,Amb/POC
`[73, '=']`,`['Dean Winchester', 'Sam Winchester']`,Supernatural,1254,4159,Gen,White
`[73, '=']`,`['James T. Kirk', 'Spock']`,Star Trek: Alternate Original Series (Movies),1254,7499,`['M', 'M']`,White
`[75, None]`,`['Hermione Granger', 'Ron Weasley']`,Harry Potter - J. K. Rowling,1248,4789,`['F', 'M']`,Whi/Amb
`[76, None]`,`['Octavia Blake', 'Lincoln']`,The 100 (TV),1227,1968,`['F', 'M']`,Whi/POC
`[77, None]`,`['Ronan Lynch', 'Adam Parrish']`,Raven Cycle - Maggie Stiefvater,1208,1613,`['M', 'M']`,White
`[78, None]`,`['Eric Bittle', 'Jack Zimmermann']`,Check Please! (Webcomic),1197,1446,`['M', 'M']`,White
`[79, None]`,`['Rodney McKay', 'John Sheppard']`,Stargate Atlantis,1192,9741,`['M', 'M']`,White
`[80, None]`,`['Leia Organa', 'Han Solo']`,Star Wars - All Media Types,1180,1437,`['F', 'M']`,White
`[81, None]`,`['Michael Clifford', 'Luke Hemmings']`,5 Seconds of Summer (Band),1168,2455,`['M', 'M']`,White
`[82, None]`,`['Twelfth Doctor', 'Clara Oswin Oswald']`,Doctor Who (2005),1160,1730,`['F', 'M']`,White
`[83, None]`,`['Nico di Angelo', 'Will Solace']`,Percy Jackson and the Olympians - Rick Riordan,1157,2268,`['M', 'M']`,White
`[84, None]`,`['Marco Bott', 'Jean Kirstein']`,Shingeki no Kyojin | Attack on Titan,1152,5303,`['M', 'M']`,White
`[85, None]`,`['Dave Strider', 'Karkat Vantas']`,Homestuck,1135,3091,`['M', 'M']`,Ambig
`[86, None]`,`['Iron Bull', 'Dorian Pavus']`,Dragon Age: Inquisition,1130,1787,`['M', 'M']`,Amb/POC
`[87, None]`,`['Kozume Kenma', 'Kuroo Tetsurou']`,Haikyuu!!,1091,1581,`['M', 'M']`,POC
`[88, None]`,`['Enjolras', 'Grantaire']`,Les Misérables - All Media Types,1075,7907,`['M', 'M']`,White
`[89, None]`,`['Inquisitor', 'Dorian Pavus']`,Dragon Age: Inquisition,1063,1925,Other,Amb/POC
`[90, None]`,`['Daryl Dixon', 'Rick Grimes']`,The Walking Dead (TV),1055,2115,`['M', 'M']`,White
`[91, None]`,`['Root | Samantha Groves', 'Sameen Shaw']`,Person of Interest (TV),1049,1896,`['F', 'F']`,Whi/POC
`[92, None]`,`['Mycroft Holmes', 'Lestrade']`,Sherlock (TV),1040,6027,`['M', 'M']`,White
`[93, None]`,`['Harry Potter', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,1026,3714,`['F', 'M']`,White
`[94, None]`,`['Kara Danvers', 'Cat Grant']`,Supergirl (TV 2015),1003,1003,`['F', 'F']`,White
`[95, None]`,`['Korra', 'Asami Sato']`,Avatar: Legend of Korra,999,2749,`['F', 'F']`,POC
`[96, None]`,`['Illya Kuryakin', 'Napoleon Solo']`,The Man From U.N.C.L.E. (2015),997,1501,`['M', 'M']`,White
`[97, None]`,`['Jung Hoseok | J-Hope', 'Min Yoongi | Suga']`,Bangtan Boys | BTS,995,1147,`['M', 'M']`,POC
`[98, None]`,`['Loki (Marvel)', 'Reader']`,Marvel Cinematic Universe,992,1086,Other,Whi/Amb
`[99, None]`,`['Uchiha Sasuke', 'Uzumaki']`,Naruto Naruto,987,2935,`['M', 'M']`,POC
`[100, None]`,`['Ian Gallagher', 'Mickey Milkovich']`,Shameless (US),982,6884,`['M', 'M']`,White
