Rank,Change,Relationship,Fandom,New Works,Total Works,Type,Race
`[53, None]`,`['+', 14]`,`['Diluc', 'Kaeya (Genshin Impact)']`,原神 | Genshin Impact (Video Game),1953,5353,Gen,`['White', 'Ambig']`
`[54, None]`,`['New', None]`,`['Alhaitham', 'Kaveh (Genshin Impact)']`,原神 | Genshin Impact (Video Game),1939,1939,Gen,`['MENA', 'MENA']`
`[55, None]`,`['New', None]`,`['Ellie', 'Joel (The Last of Us)']`,The Last of Us (Video Games),1937,2561,Gen,`['White', 'Ambig']`
`[56, None]`,`['-', 43]`,`['Adrien Agreste | Chat Noir', 'Marinette Dupain-Cheng | Ladybug']`,Miraculous Ladybug,1912,33169,`['F', 'M']`,`['White', 'Asian']`
`[57, None]`,`['New', None]`,`['Mikage Reo', 'Nagi Seishirou']`,Blue Lock (Manga),1893,1893,`['M', 'M']`,`['Asian', 'Asian']`
`[58, None]`,`['New', None]`,`['Kim Dokja', 'Yoo Joonghyuk']`,Omniscient Reader – Sing-Shong,1872,4401,`['M', 'M']`,`['Asian', 'Asian']`
`[59, None]`,`['New', None]`,`['Simon "Ghost" Riley', 'Reader']`,Call of Duty (Video Games),1831,1831,Other,`['White', 'Ambig']`
`[60, None]`,`['-', 40]`,`['Bakugou Katsuki', 'Kirishima Eijirou']`,Boku no Hero Academia | My Hero Academia,1827,29317,`['M', 'M']`,`['Asian', 'Asian']`
`[61, None]`,`['New', None]`,`['Kaedehara Kazuha', 'Scaramouche']`,原神 | Genshin Impact (Video Game),1816,2874,`['M', 'M']`,`['Asian', 'Asian']`
`[62, None]`,`['-', 11]`,`['Dabi | Todoroki Touya', 'Takami Keigo | Hawks']`,Boku no Hero Academia | My Hero Academia,1808,10449,`['M', 'M']`,`['Asian', 'Asian']`
`[63, None]`,`['New', None]`,`['James T. Kirk', 'Spock']`,Star Trek: Alternate Original Series (Movies),1773,16286,`['M', 'M']`,`['White', 'White']`
`[64, None]`,`['New', None]`,`['Donatello', 'Leonardo (TMNT)']`,Rise of the Teenage Mutant Ninja Turtles,1763,1763,Gen,`['N.H.', 'N.H.']`
`[65, None]`,`['+', 26]`,`['Eda Clawthorne', 'Raine Whispers']`,The Owl House (Cartoon),1751,3589,Other,`['White', 'Ambig']`
`[66, None]`,`['New', None]`,`['Regulus Black', 'Sirius Black']`,Harry Potter - J. K. Rowling,1747,3833,Gen,`['White', 'White']`
`[67, None]`,`['New', None]`,`['Roronoa Zoro', 'Vinsmoke Sanji']`,One Piece (Anime & Manga),1723,7773,`['M', 'M']`,`['Asian', 'White']`
`[68, None]`,`['New', None]`,`['Obi-Wan Kenobi', 'Anakin Skywalker | Darth Vader']`,Star Wars - All Media Types,1717,7584,`['M', 'M']`,`['White', 'White']`
`[69, '=']`,`['+', 16]`,`['Harry Styles', 'Louis Tomlinson']`,One Direction (Band),1712,39028,`['M', 'M']`,`['White', 'White']`
`[69, '=']`,`['-', 57]`,`['Toby Smith | Tubbo', 'TommyInnit']`,Minecraft (Video Game),1712,14609,Gen,`['White', 'White']`
`[71, None]`,`['New', None]`,`['Mary Macdonald', 'Lily Evans Potter']`,Harry Potter - J. K. Rowling,1709,2115,`['F', 'F']`,`['Ambig', 'White']`
`[72, None]`,`['New', None]`,`['Hwang Hyunjin', 'Lee Felix']`,Stray Kids (Band),1706,4015,`['M', 'M']`,`['Asian', 'Asian']`
`[73, None]`,`['New', None]`,`['Lucy Carlyle', 'Anthony Lockwood']`,Lockwood & Co. - Jonathan Stroud,1697,1697,`['F', 'M']`,`['White', 'White']`
`[74, None]`,`['New', None]`,`['Aoyagi Touya', 'Shinonome Akito']`,Project SEKAI COLORFUL STAGE!,1683,2345,`['M', 'M']`,`['Asian', 'Asian']`
`[75, None]`,`['New', None]`,`['Jesper Fahey', 'Wylan Van Eck']`,Six of Crows Series - Leigh Bardugo,1670,3663,`['M', 'M']`,`['Black', 'White']`
`[76, None]`,`['-', 48]`,`['Caitlyn', 'Vi (League of Legends)']`,Arcane: League of Legends (Cartoon 2021),1662,5671,`['F', 'F']`,`['Asian', 'White']`
`[77, None]`,`['New', None]`,`['Liu Chenxiang', 'Yang Jian | Erlang Shen']`,新神榜 | New Gods (Movies),1647,1647,`['M', 'M']`,`['Asian', 'Asian']`
`[78, None]`,`['-', 29]`,`['Will Graham', 'Hannibal Lecter']`,Hannibal (TV),1646,25643,`['M', 'M']`,`['White', 'White']`
`[79, None]`,`['-', 48]`,`['Technoblade', 'Phil Watson | Philza']`,Minecraft (Video Game),1622,8310,Gen,`['White', 'White']`
`[80, None]`,`['New', None]`,`['Dean Winchester', 'Reader']`,Supernatural (TV 2005),1613,6147,Other,`['White', 'Ambig']`
`[81, None]`,`['-', 44]`,`['Wilbur Soot', 'Technoblade']`,Minecraft (Video Game),1608,7482,Gen,`['White', 'White']`
`[82, None]`,`['New', None]`,`['Choi Soobin', 'Choi Yeonjun']`,TOMORROW X TOGETHER | TXT,1601,5418,`['M', 'M']`,`['Asian', 'Asian']`
`[83, None]`,`['New', None]`,`['Tim Bradford', 'Lucy Chen']`,The Rookie (TV 2018),1580,3382,`['F', 'M']`,`['White', 'Asian']`
`[84, '=']`,`['New', None]`,`['Akutagawa Ryuunosuke', 'Nakajima Atsushi (Bungou Stray Dogs)']`,文豪ストレイドッグス | Bungou Stray Dogs,1575,6031,`['M', 'M']`,`['Asian', 'Asian']`
`[84, '=']`,`['New', None]`,`['Maxine "Max" Mayfield', 'Lucas Sinclair']`,Stranger Things (TV 2016),1575,4438,`['F', 'M']`,`['White', 'Black']`
`[86, None]`,`['-', 51]`,`['TommyInnit', 'Phil Watson (Video Blogging RPF)']`,Minecraft (Video Game),1565,7356,Gen,`['White', 'White']`
`[87, None]`,`['-', 1]`,`['Uchiha Sasuke', 'Uzumaki Naruto']`,Naruto,1561,13062,`['M', 'M']`,`['Asian', 'Asian']`
`[88, None]`,`['+', 7]`,`['Eddie Munson', 'Reader']`,Stranger Things (TV 2016),1558,3330,Other,`['White', 'Ambig']`
`[89, None]`,`['-', 21]`,`['Carlos Reyes', 'TK Strand']`,9-1-1: Lone Star (TV 2020),1545,6870,`['M', 'M']`,`['Latino', 'White']`
`[90, None]`,`['New', None]`,`['Simon Eriksson', 'Wilhelm']`,Young Royals (TV 2021),1543,3100,`['M', 'M']`,`['Latino', 'White']`
`[91, None]`,`['New', None]`,`['Blackbeard | Edward Teach', 'Israel Hands']`,Our Flag Means Death (TV),1519,2655,`['M', 'M']`,`['Indig', 'White']`
`[92, None]`,`['New', None]`,`['Charles | Grian', 'Ryan | GoodTimesWithScar']`,Hermitcraft SMP,1512,2297,`['M', 'M']`,`['White', 'White']`
`[93, None]`,`['New', None]`,`['Chrissy Cunningham', 'Eddie Munson']`,Stranger Things (TV 2016),1510,2393,`['F', 'M']`,`['White', 'White']`
`[94, None]`,`['New', None]`,`['Alicent Hightower', 'Rhaenyra Targaryen']`,House of the Dragon (TV),1506,1506,`['F', 'F']`,`['White', 'White']`
`[95, None]`,`['-', 2]`,`['Bakugou Katsuki', 'Todoroki Shouto']`,Boku no Hero Academia | My Hero Academia,1485,10774,`['M', 'M']`,`['Asian', 'Asian']`
`[96, None]`,`['New', None]`,`['Tim Drake', 'Jason Todd']`,Batman - All Media Types,1475,5487,Gen,`['White', 'White']`
`[97, '=']`,`['New', None]`,`['Liu Er Mihou | Six-eared Macaque', 'Sun Wukong | Monkey King']`,LEGO Monkie Kid,1470,1959,`['M', 'M']`,`['N.H.', 'N.H.']`
`[97, '=']`,`['-', 68]`,`['Miya Atsumu', 'Sakusa Kiyoomi']`,Haikyuu!!,1470,11253,`['M', 'M']`,`['Asian', 'Asian']`
`[99, None]`,`['-', 34]`,`['Min Yoongi | Suga', 'Park Jimin']`,Bangtan Boys | BTS,1459,26124,`['M', 'M']`,`['Asian', 'Asian']`
`[100, None]`,`['New', None]`,`['Joyce Byers', 'Jim "Chief" Hopper']`,Stranger Things (TV 2016),1447,4090,`['F', 'M']`,`['White', 'White']`
